STREET_ID,DATE_ID,date,year,quarter,month,ZONE_ID,zone,CRIME_ID,crime,type,NPU_ID,npu,number
230,433,2010-03-09,2010,1,March,40,5,15,LARCENY-NON VEHICLE,amenity,33,M,100681003
230,1079,2011-12-15,2011,4,December,40,5,14,LARCENY-NON VEHICLE,building,33,M,113491383
230,1141,2012-02-15,2012,1,February,40,5,15,LARCENY-NON VEHICLE,amenity,33,M,120461227
230,1392,2012-10-23,2012,4,October,40,5,15,LARCENY-NON VEHICLE,amenity,33,M,122971431
230,2874,2016-11-13,2016,4,November,40,5,14,LARCENY-NON VEHICLE,building,33,M,163180855
231,549,2010-07-03,2010,3,July,65,6,1,LARCENY-NON VEHICLE,house_number,79,W,101842180
232,48,2009-02-17,2009,1,February,74,6,14,LARCENY-NON VEHICLE,building,74,M,90481038
232,210,2009-07-29,2009,3,July,74,6,14,LARCENY-NON VEHICLE,building,74,M,92100515
232,323,2009-11-19,2009,4,November,74,6,4,LARCENY-FROM VEHICLE,house_number,74,M,93232188
232,1126,2012-01-31,2012,1,January,12,6,7,LARCENY-FROM VEHICLE,amenity,74,M,120302128
232,1639,2013-06-27,2013,2,June,74,6,1,LARCENY-NON VEHICLE,house_number,74,M,131782813
232,1786,2013-11-21,2013,4,November,74,6,15,LARCENY-NON VEHICLE,amenity,74,M,133250004
232,2028,2014-07-21,2014,3,July,74,6,14,LARCENY-NON VEHICLE,building,74,M,142021532
233,1643,2013-07-01,2013,3,July,66,2,3,BURGLARY-RESIDENCE,house_number,86,F,131820596
233,1988,2014-06-11,2014,2,June,66,2,40,AUTO THEFT,building,86,F,141621845
234,2768,2016-07-30,2016,3,July,23,6,5,LARCENY-FROM VEHICLE,building,44,N,162121871
235,569,2010-07-23,2010,3,July,37,4,3,BURGLARY-RESIDENCE,house_number,100,I,102041418
236,92,2009-04-02,2009,2,April,75,1,37,RAPE,house_number,101,H,90922000
237,2645,2016-03-29,2016,1,March,5,3,4,LARCENY-FROM VEHICLE,house_number,5,Z,160892754
238,513,2010-05-28,2010,2,May,72,5,1,LARCENY-NON VEHICLE,house_number,33,M,101482157
238,1178,2012-03-23,2012,1,March,72,5,35,AUTO THEFT,tourism,33,M,120830705
238,2537,2015-12-12,2015,4,December,72,5,5,LARCENY-FROM VEHICLE,building,33,M,153460944
239,2885,2016-11-24,2016,4,November,31,5,15,LARCENY-NON VEHICLE,amenity,52,M,163290382
240,909,2011-06-28,2011,2,June,21,6,2,AUTO THEFT,house_number,22,W,111791792
240,909,2011-06-28,2011,2,June,21,6,2,AUTO THEFT,house_number,81,V,111790641
241,2239,2015-02-17,2015,1,February,35,3,10,AGG ASSAULT,house_number,102,Z,150481991
242,2522,2015-11-27,2015,4,November,59,2,1,LARCENY-NON VEHICLE,house_number,103,B,153311859
243,379,2010-01-14,2010,1,January,7,2,3,BURGLARY-RESIDENCE,house_number,7,F,100140284
244,2332,2015-05-21,2015,2,May,68,1,10,AGG ASSAULT,house_number,27,H,151410229
245,1209,2012-04-23,2012,2,April,62,5,1,LARCENY-NON VEHICLE,house_number,16,E,121140979
246,2102,2014-10-03,2014,4,October,23,6,4,LARCENY-FROM VEHICLE,house_number,44,N,142762839
247,715,2010-12-16,2010,4,December,34,3,4,LARCENY-FROM VEHICLE,house_number,104,Y,103500352
248,148,2009-05-28,2009,2,May,65,6,1,LARCENY-NON VEHICLE,house_number,79,W,91480734
249,1380,2012-10-11,2012,4,October,53,6,4,LARCENY-FROM VEHICLE,house_number,82,W,122851340
250,937,2011-07-26,2011,3,July,12,6,2,AUTO THEFT,house_number,12,M,112071077
250,1029,2011-10-26,2011,4,October,12,6,5,LARCENY-FROM VEHICLE,building,12,M,112991812
250,1124,2012-01-29,2012,1,January,12,6,5,LARCENY-FROM VEHICLE,building,12,M,120291144
250,2238,2015-02-16,2015,1,February,12,6,5,LARCENY-FROM VEHICLE,building,12,M,150470752
250,2518,2015-11-23,2015,4,November,12,6,5,LARCENY-FROM VEHICLE,building,12,M,153271186
251,1881,2014-02-24,2014,1,February,11,1,3,BURGLARY-RESIDENCE,house_number,11,I,140542355
252,598,2010-08-21,2010,3,August,1,1,3,BURGLARY-RESIDENCE,house_number,1,L,102331696
253,2383,2015-07-11,2015,3,July,12,6,7,LARCENY-FROM VEHICLE,amenity,12,M,151922793
254,2166,2014-12-06,2014,4,December,3,3,21,ROBBERY-PEDESTRIAN,road,3,V,143401325
255,288,2009-10-15,2009,4,October,42,2,4,LARCENY-FROM VEHICLE,house_number,130,B,92880689
255,1636,2013-06-24,2013,2,June,76,2,15,LARCENY-NON VEHICLE,amenity,105,B,131751646
255,2334,2015-05-23,2015,2,May,42,2,1,LARCENY-NON VEHICLE,house_number,130,B,151431619
255,2484,2015-10-20,2015,4,October,76,2,4,LARCENY-FROM VEHICLE,house_number,129,B,152932245
255,2700,2016-05-23,2016,2,May,76,2,18,LARCENY-NON VEHICLE,shop,105,B,161441015
255,2842,2016-10-12,2016,4,October,76,2,7,LARCENY-FROM VEHICLE,amenity,129,B,162861708
255,2907,2016-12-16,2016,4,December,66,2,2,AUTO THEFT,house_number,7,F,163510748
256,61,2009-03-02,2009,1,March,5,3,1,LARCENY-NON VEHICLE,house_number,84,Z,90610709
257,2521,2015-11-26,2015,4,November,22,4,2,AUTO THEFT,house_number,106,P,153301873
258,1174,2012-03-19,2012,1,March,10,1,3,BURGLARY-RESIDENCE,house_number,10,K,120791108
259,541,2010-06-25,2010,2,June,74,6,1,LARCENY-NON VEHICLE,house_number,74,M,101761037
259,822,2011-04-02,2011,2,April,12,6,7,LARCENY-FROM VEHICLE,amenity,74,M,110920736
259,871,2011-05-21,2011,2,May,74,6,2,AUTO THEFT,house_number,74,M,111410863
259,1243,2012-05-27,2012,2,May,74,6,3,BURGLARY-RESIDENCE,house_number,74,M,121482412
259,1260,2012-06-13,2012,2,June,74,6,3,BURGLARY-RESIDENCE,house_number,74,M,121651579
259,1290,2012-07-13,2012,3,July,12,6,7,LARCENY-FROM VEHICLE,amenity,74,M,121952125
259,1582,2013-05-01,2013,2,May,74,6,11,ROBBERY-PEDESTRIAN,house_number,74,M,131210628
259,1956,2014-05-10,2014,2,May,74,6,10,AGG ASSAULT,house_number,74,M,141301783
259,2838,2016-10-08,2016,4,October,74,6,1,LARCENY-NON VEHICLE,house_number,74,M,162822509
260,1789,2013-11-24,2013,4,November,24,1,11,ROBBERY-PEDESTRIAN,house_number,26,L,133272635
261,1810,2013-12-15,2013,4,December,57,2,3,BURGLARY-RESIDENCE,house_number,107,D,133490999
262,312,2009-11-08,2009,4,November,32,6,22,LARCENY-FROM VEHICLE,shop,35,W,93120651
262,1029,2011-10-26,2011,4,October,32,6,18,LARCENY-NON VEHICLE,shop,35,W,112991709
262,1599,2013-05-18,2013,2,May,32,6,38,BURGLARY-NONRES,amenity,79,W,131380452
262,1800,2013-12-05,2013,4,December,32,6,18,LARCENY-NON VEHICLE,shop,35,W,133391227
262,1859,2014-02-02,2014,1,February,65,6,1,LARCENY-NON VEHICLE,house_number,79,W,140331012
262,2315,2015-05-04,2015,2,May,53,6,20,AUTO THEFT,amenity,57,N,151242740
263,390,2010-01-25,2010,1,January,24,1,4,LARCENY-FROM VEHICLE,house_number,26,L,100250168
264,787,2011-02-26,2011,1,February,28,3,1,LARCENY-NON VEHICLE,house_number,30,X,110571443
264,1147,2012-02-21,2012,1,February,52,3,26,LARCENY-NON VEHICLE,road,108,X,120521492
265,26,2009-01-26,2009,1,January,24,1,2,AUTO THEFT,house_number,26,L,90261426
266,1834,2014-01-08,2014,1,January,19,4,4,LARCENY-FROM VEHICLE,house_number,109,R,140082100
267,1231,2012-05-15,2012,2,May,10,1,1,LARCENY-NON VEHICLE,house_number,18,T,121361839
268,492,2010-05-07,2010,2,May,51,2,12,LARCENY-FROM VEHICLE,road,110,C,101271444
269,713,2010-12-14,2010,4,December,32,6,2,AUTO THEFT,house_number,111,W,103480594
270,383,2010-01-18,2010,1,January,37,4,2,AUTO THEFT,house_number,92,S,100181719
271,82,2009-03-23,2009,1,March,20,1,3,BURGLARY-RESIDENCE,house_number,124,G,90820814
271,195,2009-07-14,2009,3,July,57,2,1,LARCENY-NON VEHICLE,house_number,75,D,91950579
271,663,2010-10-25,2010,4,October,45,1,10,AGG ASSAULT,house_number,64,G,102981304
271,858,2011-05-08,2011,2,May,20,1,3,BURGLARY-RESIDENCE,house_number,124,G,111281248
271,1123,2012-01-28,2012,1,January,20,1,10,AGG ASSAULT,house_number,124,G,120281336
271,1217,2012-05-01,2012,2,May,45,1,4,LARCENY-FROM VEHICLE,house_number,64,G,121220068
272,127,2009-05-07,2009,2,May,63,1,11,ROBBERY-PEDESTRIAN,house_number,72,K,91270012
272,379,2010-01-14,2010,1,January,45,1,43,LARCENY-FROM VEHICLE,highway,119,G,100142294
272,729,2010-12-30,2010,4,December,4,1,4,LARCENY-FROM VEHICLE,house_number,8,J,103641521
272,785,2011-02-24,2011,1,February,63,1,55,HOMICIDE,amenity,72,K,110551128009
272,930,2011-07-19,2011,3,July,24,1,4,LARCENY-FROM VEHICLE,house_number,26,L,112001818
272,2027,2014-07-20,2014,3,July,11,1,11,ROBBERY-PEDESTRIAN,house_number,11,I,142010385
272,2386,2015-07-14,2015,3,July,4,1,7,LARCENY-FROM VEHICLE,amenity,4,J,151950250
273,1378,2012-10-09,2012,4,October,31,5,39,AGG ASSAULT,road,33,M,122831235
274,1208,2012-04-22,2012,2,April,65,6,3,BURGLARY-RESIDENCE,house_number,79,W,121131334
275,1785,2013-11-20,2013,4,November,32,6,3,BURGLARY-RESIDENCE,house_number,111,W,133241591
276,1370,2012-10-01,2012,4,October,59,2,2,AUTO THEFT,house_number,112,B,122750300
277,2546,2015-12-21,2015,4,December,38,5,26,LARCENY-NON VEHICLE,road,39,E,153552427
278,2532,2015-12-07,2015,4,December,64,4,1,LARCENY-NON VEHICLE,house_number,113,I,153411291
279,30,2009-01-30,2009,1,January,43,5,14,LARCENY-NON VEHICLE,building,33,M,90301146
279,313,2009-11-09,2009,4,November,43,5,14,LARCENY-NON VEHICLE,building,33,M,93131049
279,397,2010-02-01,2010,1,February,43,5,15,LARCENY-NON VEHICLE,amenity,33,M,100321118
280,1071,2011-12-07,2011,4,December,34,3,2,AUTO THEFT,house_number,104,Y,113411050
281,2894,2016-12-03,2016,4,December,27,2,17,AUTO THEFT,road,60,B,163381123
282,346,2009-12-12,2009,4,December,10,1,4,LARCENY-FROM VEHICLE,house_number,18,T,93461257
283,1951,2014-05-05,2014,2,May,4,1,3,BURGLARY-RESIDENCE,house_number,4,J,141251491
283,2662,2016-04-15,2016,2,April,4,1,4,LARCENY-FROM VEHICLE,house_number,4,J,161061397
284,35,2009-02-04,2009,1,February,29,3,6,BURGLARY-NONRES,house_number,31,Z,90351423
284,521,2010-06-05,2010,2,June,9,3,2,AUTO THEFT,house_number,9,X,101560946
284,1470,2013-01-09,2013,1,January,9,3,1,LARCENY-NON VEHICLE,house_number,9,X,130091359
285,184,2009-07-03,2009,3,July,49,5,2,AUTO THEFT,house_number,33,M,91841679
286,23,2009-01-23,2009,1,January,49,5,34,LARCENY-FROM VEHICLE,tourism,33,M,90230080
286,802,2011-03-13,2011,1,March,49,5,4,LARCENY-FROM VEHICLE,house_number,33,M,110722103
286,1982,2014-06-05,2014,2,June,31,5,12,LARCENY-FROM VEHICLE,road,33,M,141562488
286,2932,2017-01-10,2017,1,January,49,5,34,LARCENY-FROM VEHICLE,tourism,33,M,170100574
287,1272,2012-06-25,2012,2,June,50,3,4,LARCENY-FROM VEHICLE,house_number,54,V,121771505
287,1278,2012-07-01,2012,3,July,50,3,11,ROBBERY-PEDESTRIAN,house_number,54,V,121832166
287,1922,2014-04-06,2014,2,April,50,3,4,LARCENY-FROM VEHICLE,house_number,54,V,140961893
288,23,2009-01-23,2009,1,January,12,6,6,BURGLARY-NONRES,house_number,74,M,90230875
288,334,2009-11-30,2009,4,November,12,6,45,BURGLARY-NONRES,building,12,M,93340517
288,446,2010-03-22,2010,1,March,12,6,1,LARCENY-NON VEHICLE,house_number,74,M,100810507
288,1239,2012-05-23,2012,2,May,12,6,2,AUTO THEFT,house_number,74,M,121442477
289,1222,2012-05-06,2012,2,May,64,4,4,LARCENY-FROM VEHICLE,house_number,113,I,121271016
290,1473,2013-01-12,2013,1,January,58,4,2,AUTO THEFT,house_number,59,S,130112805
291,1916,2014-03-31,2014,1,March,59,2,1,LARCENY-NON VEHICLE,house_number,112,B,140901162
292,75,2009-03-16,2009,1,March,58,4,2,AUTO THEFT,house_number,85,S,90750925
293,2161,2014-12-01,2014,4,December,61,2,4,LARCENY-FROM VEHICLE,house_number,115,A,143350680
294,2540,2015-12-15,2015,4,December,49,5,5,LARCENY-FROM VEHICLE,building,33,M,153492772
295,2180,2014-12-20,2014,4,December,11,1,12,LARCENY-FROM VEHICLE,road,11,I,143542054
296,1970,2014-05-24,2014,2,May,11,1,3,BURGLARY-RESIDENCE,house_number,11,I,141441486
297,2592,2016-02-05,2016,1,February,71,4,17,AUTO THEFT,road,93,R,160362538
298,41,2009-02-10,2009,1,February,72,5,12,LARCENY-FROM VEHICLE,road,33,M,90412055
299,2862,2016-11-01,2016,4,November,50,3,1,LARCENY-NON VEHICLE,house_number,54,V,163060969
300,317,2009-11-13,2009,4,November,60,5,22,LARCENY-FROM VEHICLE,shop,95,E,93170899
300,1020,2011-10-17,2011,4,October,60,5,22,LARCENY-FROM VEHICLE,shop,95,E,112902390
300,1837,2014-01-11,2014,1,January,60,5,5,LARCENY-FROM VEHICLE,building,95,E,140111729
301,2311,2015-04-30,2015,2,April,38,5,11,ROBBERY-PEDESTRIAN,house_number,94,E,151202673
302,1612,2013-05-31,2013,2,May,58,4,3,BURGLARY-RESIDENCE,house_number,59,S,131512352
302,2465,2015-10-01,2015,4,October,58,4,10,AGG ASSAULT,house_number,59,S,152740271
303,1581,2013-04-30,2013,2,April,34,3,10,AGG ASSAULT,house_number,116,Y,131200351
304,450,2010-03-26,2010,1,March,4,1,1,LARCENY-NON VEHICLE,house_number,46,G,100850909
305,2335,2015-05-24,2015,2,May,11,1,2,AUTO THEFT,house_number,11,I,151440962
306,353,2009-12-19,2009,4,December,28,3,6,BURGLARY-NONRES,house_number,30,X,93530418
306,1514,2013-02-22,2013,1,February,28,3,2,AUTO THEFT,house_number,30,X,130531328
307,2256,2015-03-06,2015,1,March,67,4,12,LARCENY-FROM VEHICLE,road,83,R,150651327
307,2642,2016-03-26,2016,1,March,67,4,26,LARCENY-NON VEHICLE,road,83,R,160862598
307,2759,2016-07-21,2016,3,July,67,4,12,LARCENY-FROM VEHICLE,road,83,R,162031396
308,8,2009-01-08,2009,1,January,2,4,2,AUTO THEFT,house_number,2,I,90080777
308,1564,2013-04-13,2013,2,April,2,4,2,AUTO THEFT,house_number,2,I,131030657
309,1461,2012-12-31,2012,4,December,15,6,2,AUTO THEFT,house_number,15,O,123660881
310,2536,2015-12-11,2015,4,December,76,2,12,LARCENY-FROM VEHICLE,road,105,B,153451019
311,657,2010-10-19,2010,4,October,67,4,2,AUTO THEFT,house_number,83,R,102921727
312,1465,2013-01-04,2013,1,January,8,1,1,LARCENY-NON VEHICLE,house_number,8,J,130042423
313,2281,2015-03-31,2015,1,March,45,1,2,AUTO THEFT,house_number,118,G,150903466
313,2316,2015-05-05,2015,2,May,45,1,2,AUTO THEFT,house_number,118,G,151250469
314,662,2010-10-24,2010,4,October,64,4,3,BURGLARY-RESIDENCE,house_number,113,I,102970849
314,1272,2012-06-25,2012,2,June,64,4,3,BURGLARY-RESIDENCE,house_number,78,T,121772269
315,305,2009-11-01,2009,4,November,73,2,37,RAPE,house_number,117,A,93051143
316,2371,2015-06-29,2015,2,June,63,1,3,BURGLARY-RESIDENCE,house_number,72,K,151800863
317,1828,2014-01-02,2014,1,January,71,4,4,LARCENY-FROM VEHICLE,house_number,93,R,140012418
318,176,2009-06-25,2009,2,June,52,3,21,ROBBERY-PEDESTRIAN,road,108,X,91760461
319,1629,2013-06-17,2013,2,June,67,4,3,BURGLARY-RESIDENCE,house_number,83,R,131682323
320,433,2010-03-09,2010,1,March,64,4,6,BURGLARY-NONRES,house_number,78,T,100680024
320,1027,2011-10-24,2011,4,October,64,4,3,BURGLARY-RESIDENCE,house_number,78,T,112971836
321,908,2011-06-27,2011,2,June,10,1,2,AUTO THEFT,house_number,18,T,111780460
322,502,2010-05-17,2010,2,May,55,3,4,LARCENY-FROM VEHICLE,house_number,71,V,101370549
323,2933,2017-01-11,2017,1,January,70,6,2,AUTO THEFT,house_number,90,N,170110897
324,1664,2013-07-22,2013,3,July,10,1,3,BURGLARY-RESIDENCE,house_number,10,K,132031911
324,2008,2014-07-01,2014,3,July,10,1,4,LARCENY-FROM VEHICLE,house_number,10,K,141820514
325,326,2009-11-22,2009,4,November,57,2,12,LARCENY-FROM VEHICLE,road,120,D,93261179
326,462,2010-04-07,2010,2,April,20,1,10,AGG ASSAULT,house_number,8,J,100971204
327,917,2011-07-06,2011,3,July,33,4,3,BURGLARY-RESIDENCE,house_number,59,S,111870319
328,2540,2015-12-15,2015,4,December,37,4,2,AUTO THEFT,house_number,121,I,153490826
329,360,2009-12-26,2009,4,December,50,3,20,AUTO THEFT,amenity,54,V,93600535
329,2555,2015-12-30,2015,4,December,50,3,7,LARCENY-FROM VEHICLE,amenity,54,V,153641558
330,1471,2013-01-10,2013,1,January,29,3,2,AUTO THEFT,house_number,31,Z,130100488
330,1885,2014-02-28,2014,1,February,29,3,10,AGG ASSAULT,house_number,31,Z,140590550
331,2287,2015-04-06,2015,2,April,75,1,3,BURGLARY-RESIDENCE,house_number,122,H,150961760
332,723,2010-12-24,2010,4,December,28,3,2,AUTO THEFT,house_number,30,X,103581907
333,1777,2013-11-12,2013,4,November,32,6,6,BURGLARY-NONRES,house_number,111,W,133162679
334,1797,2013-12-02,2013,4,December,65,6,3,BURGLARY-RESIDENCE,house_number,79,W,133360627
335,207,2009-07-26,2009,3,July,48,2,1,LARCENY-NON VEHICLE,house_number,42,B,92060930
336,1065,2011-12-01,2011,4,December,16,5,1,LARCENY-NON VEHICLE,house_number,16,E,113352418
336,1447,2012-12-17,2012,4,December,16,5,4,LARCENY-FROM VEHICLE,house_number,16,E,123522485
337,1082,2011-12-18,2011,4,December,11,1,1,LARCENY-NON VEHICLE,house_number,11,I,113521034
338,356,2009-12-22,2009,4,December,76,2,15,LARCENY-NON VEHICLE,amenity,105,B,93561383
338,648,2010-10-10,2010,4,October,76,2,24,AGG ASSAULT,amenity,105,B,102830128
339,278,2009-10-05,2009,4,October,9,3,4,LARCENY-FROM VEHICLE,house_number,9,X,92781517
340,1584,2013-05-03,2013,2,May,55,3,4,LARCENY-FROM VEHICLE,house_number,61,V,131230318
340,2233,2015-02-11,2015,1,February,55,3,2,AUTO THEFT,house_number,61,V,150421216
341,2402,2015-07-30,2015,3,July,78,2,4,LARCENY-FROM VEHICLE,house_number,123,C,152112489
342,904,2011-06-23,2011,2,June,14,4,4,LARCENY-FROM VEHICLE,house_number,14,P,111742496
343,2907,2016-12-16,2016,4,December,4,1,2,AUTO THEFT,house_number,124,G,163511737
344,607,2010-08-30,2010,3,August,77,5,7,LARCENY-FROM VEHICLE,amenity,33,M,102421292
344,755,2011-01-25,2011,1,January,3,3,15,LARCENY-NON VEHICLE,amenity,3,V,110251393
345,922,2011-07-11,2011,3,July,38,5,5,LARCENY-FROM VEHICLE,building,94,E,111920872
346,530,2010-06-14,2010,2,June,48,2,22,LARCENY-FROM VEHICLE,shop,125,B,101650940
346,1372,2012-10-03,2012,4,October,48,2,22,LARCENY-FROM VEHICLE,shop,125,B,122772263
347,911,2011-06-30,2011,2,June,19,4,1,LARCENY-NON VEHICLE,house_number,126,I,111810810
348,1436,2012-12-06,2012,4,December,75,1,13,AGG ASSAULT,shop,127,H,123412752
348,1931,2014-04-15,2014,2,April,57,2,15,LARCENY-NON VEHICLE,amenity,75,D,141052205
349,359,2009-12-25,2009,4,December,33,4,2,AUTO THEFT,house_number,13,T,93590144
350,1540,2013-03-20,2013,1,March,27,2,4,LARCENY-FROM VEHICLE,house_number,128,B,130790849
351,1541,2013-03-21,2013,1,March,52,3,2,AUTO THEFT,house_number,80,V,130800464
352,1926,2014-04-10,2014,2,April,24,1,4,LARCENY-FROM VEHICLE,house_number,26,L,141002049
353,202,2009-07-21,2009,3,July,63,1,11,ROBBERY-PEDESTRIAN,house_number,72,K,92021608
354,194,2009-07-13,2009,3,July,62,5,4,LARCENY-FROM VEHICLE,house_number,16,E,91941717
355,1589,2013-05-08,2013,2,May,25,4,3,BURGLARY-RESIDENCE,house_number,27,H,131282277
356,1977,2014-05-31,2014,2,May,45,1,11,ROBBERY-PEDESTRIAN,house_number,46,G,141510212
357,1958,2014-05-12,2014,2,May,77,5,5,LARCENY-FROM VEHICLE,building,33,M,141320502
358,599,2010-08-22,2010,3,August,32,6,4,LARCENY-FROM VEHICLE,house_number,82,W,102341133
359,1287,2012-07-10,2012,3,July,76,2,4,LARCENY-FROM VEHICLE,house_number,129,B,121920432
360,64,2009-03-05,2009,1,March,26,1,4,LARCENY-FROM VEHICLE,house_number,28,T,90641129
361,1978,2014-06-01,2014,2,June,18,3,10,AGG ASSAULT,house_number,19,Y,141521170
362,1096,2012-01-01,2012,1,January,49,5,34,LARCENY-FROM VEHICLE,tourism,33,M,120010533
363,1450,2012-12-20,2012,4,December,65,6,9,ROBBERY-RESIDENCE,house_number,79,W,123552141
364,730,2010-12-31,2010,4,December,19,4,3,BURGLARY-RESIDENCE,house_number,20,R,103650788
365,2950,2017-01-28,2017,1,January,8,1,10,AGG ASSAULT,house_number,8,J,170282615
366,1520,2013-02-28,2013,1,February,5,3,3,BURGLARY-RESIDENCE,house_number,76,Z,130590735
367,2547,2015-12-22,2015,4,December,1,1,3,BURGLARY-RESIDENCE,house_number,1,L,153561042
367,2643,2016-03-27,2016,1,March,1,1,4,LARCENY-FROM VEHICLE,house_number,1,L,160871673
368,705,2010-12-06,2010,4,December,23,6,2,AUTO THEFT,house_number,44,N,103400678
368,2491,2015-10-27,2015,4,October,23,6,2,AUTO THEFT,house_number,25,N,153003342
369,393,2010-01-28,2010,1,January,12,6,4,LARCENY-FROM VEHICLE,house_number,12,M,100280458
369,2179,2014-12-19,2014,4,December,12,6,15,LARCENY-NON VEHICLE,amenity,12,M,143531764
369,2554,2015-12-29,2015,4,December,12,6,52,BURGLARY-RESIDENCE,amenity,12,M,153631167
370,2369,2015-06-27,2015,2,June,57,2,4,LARCENY-FROM VEHICLE,house_number,75,D,151782449
371,2191,2014-12-31,2014,4,December,10,1,11,ROBBERY-PEDESTRIAN,house_number,18,T,143651584
372,476,2010-04-21,2010,2,April,16,5,1,LARCENY-NON VEHICLE,house_number,16,E,101111088
373,2685,2016-05-08,2016,2,May,13,4,1,LARCENY-NON VEHICLE,house_number,13,T,161290025
374,1137,2012-02-11,2012,1,February,14,4,12,LARCENY-FROM VEHICLE,road,14,P,120421629
374,2728,2016-06-20,2016,2,June,14,4,17,AUTO THEFT,road,14,P,161721643
375,909,2011-06-28,2011,2,June,57,2,3,BURGLARY-RESIDENCE,house_number,75,D,111790941
376,1545,2013-03-25,2013,1,March,42,2,7,LARCENY-FROM VEHICLE,amenity,42,B,130841084
376,1550,2013-03-30,2013,1,March,42,2,20,AUTO THEFT,amenity,42,B,130892482
376,2347,2015-06-05,2015,2,June,42,2,15,LARCENY-NON VEHICLE,amenity,42,B,151561753
377,1671,2013-07-29,2013,3,July,78,2,3,BURGLARY-RESIDENCE,house_number,131,C,132101212
378,2472,2015-10-08,2015,4,October,48,2,2,AUTO THEFT,house_number,42,B,152810878
379,2494,2015-10-30,2015,4,October,27,2,4,LARCENY-FROM VEHICLE,house_number,29,B,153033324
380,2980,2017-02-27,2017,1,February,44,3,2,AUTO THEFT,house_number,48,Z,170581934
381,1424,2012-11-24,2012,4,November,56,5,5,LARCENY-FROM VEHICLE,building,16,E,123292339
381,2522,2015-11-27,2015,4,November,56,5,5,LARCENY-FROM VEHICLE,building,16,E,153311476
382,1479,2013-01-18,2013,1,January,4,1,1,LARCENY-NON VEHICLE,house_number,4,J,130181648
383,1260,2012-06-13,2012,2,June,35,3,3,BURGLARY-RESIDENCE,house_number,37,Z,121650923
384,473,2010-04-18,2010,2,April,13,4,11,ROBBERY-PEDESTRIAN,house_number,13,T,101081898
384,1440,2012-12-10,2012,4,December,13,4,3,BURGLARY-RESIDENCE,house_number,13,T,123451160
385,2465,2015-10-01,2015,4,October,59,2,18,LARCENY-NON VEHICLE,shop,65,B,152741628
386,340,2009-12-06,2009,4,December,38,5,4,LARCENY-FROM VEHICLE,house_number,94,E,93401098
387,1910,2014-03-25,2014,1,March,12,6,7,LARCENY-FROM VEHICLE,amenity,74,M,140841560
388,1031,2011-10-28,2011,4,October,17,6,4,LARCENY-FROM VEHICLE,house_number,17,O,113011391
389,1972,2014-05-26,2014,2,May,75,1,6,BURGLARY-NONRES,house_number,122,H,141460995
390,468,2010-04-13,2010,2,April,54,1,4,LARCENY-FROM VEHICLE,house_number,98,J,101031897
391,683,2010-11-14,2010,4,November,23,6,11,ROBBERY-PEDESTRIAN,house_number,44,N,103180326
392,1479,2013-01-18,2013,1,January,41,2,4,LARCENY-FROM VEHICLE,house_number,133,E,130181224
393,1773,2013-11-08,2013,4,November,48,2,4,LARCENY-FROM VEHICLE,house_number,134,B,133121192
394,1262,2012-06-15,2012,2,June,24,1,30,HOMICIDE,house_number,26,L,121651500031
395,324,2009-11-20,2009,4,November,6,6,4,LARCENY-FROM VEHICLE,house_number,6,F,93241132
396,889,2011-06-08,2011,2,June,22,4,26,LARCENY-NON VEHICLE,road,143,P,111592621
396,1160,2012-03-05,2012,1,March,22,4,1,LARCENY-NON VEHICLE,house_number,135,P,120652346
397,194,2009-07-13,2009,3,July,37,4,3,BURGLARY-RESIDENCE,house_number,92,S,91940692
398,1167,2012-03-12,2012,1,March,42,2,22,LARCENY-FROM VEHICLE,shop,130,B,120721884
399,933,2011-07-22,2011,3,July,73,2,26,LARCENY-NON VEHICLE,road,117,A,112031858
400,2357,2015-06-15,2015,2,June,18,3,4,LARCENY-FROM VEHICLE,house_number,19,Y,151662625
401,475,2010-04-20,2010,2,April,34,3,24,AGG ASSAULT,amenity,116,Y,101101463
402,120,2009-04-30,2009,2,April,76,2,5,LARCENY-FROM VEHICLE,building,105,B,91200799
402,1028,2011-10-25,2011,4,October,76,2,18,LARCENY-NON VEHICLE,shop,105,B,112981378
403,1842,2014-01-16,2014,1,January,11,1,2,AUTO THEFT,house_number,11,I,140160735
404,11,2009-01-11,2009,1,January,34,3,11,ROBBERY-PEDESTRIAN,house_number,116,Y,90110868
404,558,2010-07-12,2010,3,July,32,6,1,LARCENY-NON VEHICLE,house_number,111,W,101931349
405,1787,2013-11-22,2013,4,November,23,6,4,LARCENY-FROM VEHICLE,house_number,44,N,133262729
406,1672,2013-07-30,2013,3,July,31,5,4,LARCENY-FROM VEHICLE,house_number,52,M,132110016
407,469,2010-04-14,2010,2,April,3,3,2,AUTO THEFT,house_number,3,V,101040158
408,1662,2013-07-20,2013,3,July,5,3,3,BURGLARY-RESIDENCE,house_number,84,Z,132011309
408,2148,2014-11-18,2014,4,November,28,3,11,ROBBERY-PEDESTRIAN,house_number,30,X,143221709
409,508,2010-05-23,2010,2,May,56,5,1,LARCENY-NON VEHICLE,house_number,16,E,101430568
410,182,2009-07-01,2009,3,July,35,3,17,AUTO THEFT,road,37,Z,91822370
411,1220,2012-05-04,2012,2,May,37,4,3,BURGLARY-RESIDENCE,house_number,137,O,121250669
412,1979,2014-06-02,2014,2,June,62,5,32,ROBBERY-PEDESTRIAN,building,16,E,141530020
